ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
399	Deni	NOSE	ene	ene	e n e	e n e	1112.0	1112	NOSE			
1392	Kulina	NOSE	ɛnɛ	ɛnɛ	ɛ n ɛ	ɛ n ɛ	1112.0	1112	NOSE			
1694	Paumari	NOSE	βiridi	βiridi	β i r i ɗ i	β i r i ɗ i	590.0	576	NOSE			
10274	Jarawara	NOSE	witi	witi	w i t i	w i t i	588.0	574	NOSE			
11283	Banawa	NOSE	widi	widi	w i d i	w i d i	588.0	574	NOSE			
11527	Jamamadi	NOSE	widi	widi	w i d i	w i d i	588.0	574	NOSE			
12174	Paumari_1833	NOSE	wiredi	wiredi	w i r e d i	w i r e d i	590.0	576	NOSE			
412	Deni	PIECE	bobi	bobi	b o b i	b o b i	27.0	27	PIECE			
1154	Jarawara	PIECE	kote	kote	k o t e	k o t e	952.0	910	PIECE			
1404	Kulina	PIECE	bobi	bobi	b o b i	b o b i	27.0	27	PIECE			
1704	Paumari	PIECE	bobi	bobi	b o b i	b o b i	27.0	27	PIECE			
1942	Sorowaha	PIECE	ibisini	ibisini	i b i s i n i	i b i s i n i	69.0	69	PIECE			Small piece
10754	Banawa	PIECE	kote	kote	k o t e	k o t e	952.0	910	PIECE			
11528	Jamamadi	PIECE	kote	kote	k o t e	k o t e	952.0	910	PIECE			
424	Deni	RED	makude	makude	m a k u d e	m a k u d e	595.0	582	RED			
1413	Kulina	RED	makʰo / mapʰaɾa	makʰo	m a kʰ o	m a kʰ o - -	595.0	582	RED			
1414	Kulina	RED	makʰo / mapʰaɾa	mapʰaɾa	m a pʰ a ɾ a	m a pʰ a ɾ a	596.0	581	RED			
10011	Sorowaha	RED	ad̥a	ad̥a	a d̥ a	a d̥ a	596.0	581	RED			
10280	Paumari	RED	nadara	nadara	n a ɗ a r a	n a ɗ a r a	596.0	581	RED			
10282	Jarawara	RED	mawa	mawa	m a w a	m a w a	834.0	1151	RED			
11306	Banawa	RED	mawa	mawa	m a w a	m a w a	834.0	1151	RED			Also yellow
11530	Jamamadi	RED	mawa	mawa	m a w a	m a w a	834.0	1151	RED			
12161	Paumari_1833	RED	vuatarake	vuatarake	v ua t a r a k e	v ua t a r a k e	596.0	581	RED			
426	Deni	RIVER	patsu	patsu	p a ts u	p a ts u	597.0	157	WATER			
1416	Kulina	RIVER	wɛni	wɛni	w ɛ n i	w ɛ n i	430.0	417	RIVER			Possibly of Arawak origin
1710	Paumari	RIVER	βaini	βaini	β ai n i	β ai n i	430.0	417	RIVER			Possibly of Arawak origin
11040	Sorowaha	RIVER	bami	bami	b a m i	b a m i	1074.0	498	WATER			
443	Deni	SON	daʔo	daʔo	d a ʔ o	d a ʔ o	36.0	36	SON			
736	Jamamadi	SON	dao	dao	d a o	d a - o	36.0	36	SON			
1065	Jarawara	SON	tao	tao	t a o	t a - o	36.0	36	SON			
10039	Sorowaha	SON	ahidi	ahidi	a h i d i	a h i d i	659.0	425	OFFSPRING			
11332	Banawa	SON	dao	dao	d a o	d a o	36.0	36	SON			
11810	Paumari	SON	isai	isai	i s ai	i s ai	1389.0	1355	OFFSPRING			
11811	Paumari_1833	SON	isai	isai	i s ai	i s ai	1389.0	1355	OFFSPRING			
12281	Kulina	SON	ato / bedi / ehedeni	ato	a t o	a t o	1585.0	1567	SON			Vocative
12283	Kulina	SON	ato / bedi / ehedeni	ehedeni	e h e d e n i	e h e d e n i	1587.0	1569	SON			1st and 2nd possessor
12284	Kulina	SON	ato / bedi / ehedeni	bedi	b e d i	b e d i	1586.0	1568	SON			3rd possessor
459	Deni	THUNDER	bahi	bahi	b a h i	b a h i	216.0	216	THUNDER			
747	Jamamadi	THUNDER	bahi	bahi	b a h i	b a h i	216.0	216	THUNDER			
1082	Jarawara	THUNDER	bahi	bahi	b a h i	b a h i	216.0	216	THUNDER			
1732	Paumari	THUNDER	bahi	bahi	b a h i	b a h i	216.0	216	THUNDER			
5028	Sorowaha	THUNDER	baai / zama kubuɾunaɾu	baai	b a: i	b aː - i	216.0	216	THUNDER			
10098	Sorowaha	THUNDER	baai / zaama kubuɾunaɾu	zaama kubuɾunaɾu	z aː m a + k u b u ɾ u n a ɾ u	z aː m a + k u b u ɾ u n a ɾ u	728.0	341 676	THING ?			
11351	Banawa	THUNDER	mai	mai	m ai	m ai	216.0	216	THUNDER			
11839	Paumari_1833	THUNDER	karawe	karawe	k a r a w e	k a r a w e	1406.0	1377	THUNDER			
469	Deni	EAT	kadapi / hao / komi	kadapi	k a d a p i	k a d a p i	609.0	593	EAT			
517	Deni	EAT	kadapi / hao / komi	hao	h a o	h a - o	53.0	53	EAT			
575	Deni	EAT	kadapi / hao / komi	komi	k o m i	k o m i	610.0	683	SUCK			
1468	Kulina	EAT	hipa	hipa	h i p a	h i p a	608.0	592	EAT			
1770	Paumari	EAT	ha	ha	h a	h a - -	53.0	53	EAT			
1934	Sorowaha	EAT	hawa	hawa	h a w a	h a w a	53.0	53	EAT			
2457	Banawa	EAT	taɸa	taɸa	t a ɸ a	t a ɸ a	184.0	184	EAT			
6847	Jarawara	EAT	taɸa	taɸa	t a ɸ a	t a ɸ a	184.0	184	EAT			
9087	Jamamadi	EAT	taɸa	taɸa	t a ɸ a	t a ɸ a	184.0	184	EAT			
470	Deni	FALL	sona	sona	s o n a	s o n a	1240.0	1240	FALL			
1469	Kulina	FALL	tsʰona / katoha	tsʰona	tsʰ o n a	tsʰ o n a	1240.0	1240	FALL			
1470	Kulina	FALL	tsʰona / katoha	katoha	k a t̪ o h a	k a t̪ o h a	1241.0	1241	FALL			
10083	Sorowaha	FALL	ubuɾi	ubuɾi	u b u ɾ i	u b u ɾ i	715.0	658	FALL			
11150	Banawa	FALL	sona / ɸoro	sona	s o n a	s o n a	1240.0	1240	FALL			
11151	Jarawara	FALL	sona / ɸoro	sona	s o n a	s o n a	1240.0	1240	FALL			
11152	Jarawara	FALL	sona / ɸoro	ɸoro	ɸ o r o	ɸ o r o	1116.0	1074	FALL			
11154	Banawa	FALL	sona / ɸoro	ɸoro	ɸ o r o	ɸ o r o	1116.0	1074	FALL			
11425	Jamamadi	FALL	sona	sona	s o n a	s o n a	1240.0	1240	FALL			
12866	Paumari	FALL	adaɸana	adaɸana	a d a ɸ a n a	a d a ɸ a n a	1888.0	1868	FALL			
485	Deni	STAND	wa	wa	w a	w a - - - -	232.0	232	STAND			
770	Jamamadi	STAND	wa	wa	w a	w a - - - -	232.0	232	STAND			
1112	Jarawara	STAND	wa	wa	w a	w a - - - -	232.0	232	STAND			
1498	Kulina	STAND	wa	wa	w a	w a - - - -	232.0	232	STAND			
1749	Paumari	STAND	gaa	gaa	g aː	g aː - - - -	232.0	232	STAND			
1914	Sorowaha	STAND	gawɨja	gawɨja	g a w ɨ j a	g a w ɨ j a	232.0	232	STAND			
10758	Banawa	STAND	wa	wa	w a	w a	232.0	232	STAND			
489	Deni	TONGUE	ebeno	ebeno	e b e n o	e b e n o	16.0	16	TONGUE			
772	Jamamadi	TONGUE	abane	abane	a b a n e	a b a n e	16.0	16	TONGUE			abane/ebene
1508	Kulina	TONGUE	ɛbɛno	ɛbɛno	ɛ b ɛ n o	ɛ b ɛ n o	16.0	16	TONGUE			
1752	Paumari	TONGUE	abani	abani	a b a n i	a b a n i	16.0	16	TONGUE			
1918	Sorowaha	TONGUE	abɨ	abɨ	a b ɨ	a b ɨ - -	16.0	16	TONGUE			
11073	Banawa	TONGUE	abate	abate	a b a t e	a b a t e	16.0	16	TONGUE			abate/ebete
11580	Jarawara	TONGUE	abate	abate	a b a n e	a b a n e	16.0	16	TONGUE			abate/ebete
12176	Paumari_1833	TONGUE	amoni	amoni	a m o n i	a m o n i	16.0	16	TONGUE			
501	Deni	WHITE	pako	pako	p a k o	p a k o	22.0	22	WHITE			
1522	Kulina	WHITE	pako	pako	p a k o	p a k o	22.0	22	WHITE			
1758	Paumari	WHITE	bokho	bokho	b o kʰ o	b o kʰ o	22.0	22	WHITE			
10056	Sorowaha	WHITE	asiikʲahaɾu	asiikʲahaɾu	a s iː kʲ a + h a ɾ u	a s iː kʲ a + h a ɾ u	683.0	634 635	BRIGHT ?			
11358	Banawa	WHITE	sasawa na	sasawa na	s a + s a w a + n a	s a + s a w a + n a	1207.0	1173 1173 319	WHITE WHITE AUX			
11534	Jamamadi	WHITE	sawa	sawa	s a w a	s a w a	1207.0	1173	WHITE			
11594	Jarawara	WHITE	sawa	sawa	s a w a	s a w a	1207.0	1173	WHITE			
12159	Paumari_1833	WHITE	wuakoreke	wuakoreke	w ua k o r e k e	w ua k o r e k e	22.0	22	WHITE			
507	Deni	YELLOW	derepʰede	derepʰede	d e r e pʰ e d e	d e r e pʰ e d e	397.0	1267	BLUE_GREEN			
1530	Kulina	YELLOW	wɛtsʰɛ	wɛtsʰɛ	w ɛ tsʰ ɛ	w ɛ tsʰ ɛ	398.0	377	YELLOW			
11210	Jarawara	YELLOW	toba	toba	t o b a	t o b a	1131.0	1090	YELLOW			
11212	Sorowaha	YELLOW	makuru / mawawini	makuru	m a k u r u	m a k u r u	1132.0	1091	YELLOW			
11213	Sorowaha	YELLOW	makuru / mawawini	mawawini	m a w a w i n i	m a w a w i n i	1135.0	1151	RED			
12162	Paumari	YELLOW	kori / notʃoro	notʃoro	n o tʃ o r o	n o tʃ o r o	632.0	599	YELLOW			
12163	Paumari	YELLOW	kori	kori	k o r i	k o r i	1515.0	767	BLUE_GREEN			
12164	Paumari_1833	YELLOW	moromoroni	moromoroni	m o r o m o r o n i	m o r o m o r o n i	1516.0	1499	YELLOW			
12584	Jamamadi	YELLOW	toba	toba	t o b a	t o b a	1131.0	1090	YELLOW			
512	Deni	PURPLE BANANA	katomi	katomi	k a t o m i	k a t o m i	613.0	439	PURPLE.BANANA			
1931	Sorowaha	PURPLE BANANA	katomi	katomi	k a t o m i	k a t o m i	456.0	439	PURPLE.BANANA			
12309	Kulina	PURPLE BANANA	katumi	katumi	k a t u m i	k a t u m i	456.0	439	PURPLE.BANANA			
12310	Paumari_1833	PURPLE BANANA	itʃari	itʃari	i tʃ a r i	i tʃ a r i	1605.0	1586	PURPLE.BANANA			
12311	Jarawara	PURPLE BANANA	jiɸari anasa	jiɸari anasa	j i ɸ a r i + a n a s a	j i ɸ a r i + a n a s a	1606.0	1587 1588	PURPLE.BANANA ?			
12312	Banawa	PURPLE BANANA	jama baibiri	jama baibiri	j a m a + b ai b i r i	j a m a + b ai b i r i	1607.0	1589 1590	PURPLE.BANANA ?			
12313	Paumari	PURPLE BANANA	satomi	satomi	s a t o m i	s a t o m i	456.0	439	PURPLE.BANANA			
523	Deni	GRANDCHILD	hinodini	hinodini	h i n o d i n i	h i n o d i n i	59.0	59	GRANDCHILD			
797	Jamamadi	GRANDCHILD	nodi	nodi	n o d i	- - n o d i - -	59.0	59	GRANDCHILD			
1147	Jarawara	GRANDCHILD	noti	noti	n o t i	- - n o t i - -	59.0	59	GRANDCHILD			
1543	Kulina	GRANDCHILD	hinodi	hinodi	h i n o d i	h i n o d i - -	59.0	59	GRANDCHILD			
1774	Paumari	GRANDCHILD	hanodi	hanodi	h a n o ɗ i	h a n o ɗ i - -	59.0	59	GRANDCHILD			
1939	Sorowaha	GRANDCHILD	inidi	inidi	i n i d i	- i n i d i - -	59.0	59	GRANDCHILD			
11179	Banawa	GRANDCHILD	nodi	nodi	n o d i	n o d i	59.0	59	GRANDCHILD			
531	Deni	BACK	ide	ide	i d e	i d e	71.0	71	BACK			
1272	Kulina	BACK	nat̪ʰi / idɛ	nat̪ʰi	n a t̪ʰ i	n a t̪ʰ i	323.0	323	BACK			
1552	Kulina	BACK	nat̪ʰi / idɛ	idɛ	i d ɛ	i d ɛ	71.0	71	BACK			
1781	Paumari	BACK	ida	ida	i ɗ a	i ɗ a	71.0	71	BACK			
10165	Sorowaha	BACK	isi	isi	i s i	i s i	71.0	71	BACK			
10166	Jarawara	BACK	bari	bari	b a r i	b a r i	765.0	728	BACK			
11085	Banawa	BACK	bari	bari	b a r i	b a r i	765.0	728	BACK			
11426	Jamamadi	BACK	bari	bari	b a r i	b a r i	765.0	728	BACK			
898	Jarawara	ALL	naɸi	naɸi	n a ɸ i	n a ɸ i	1231.0	1231	ALL			
10080	Sorowaha	ALL	tumimaɾɨ	tumimaɾɨ	t u m i m a ɾ ɨ	t u m i m a ɾ ɨ	712.0	655	ALL			
10129	Deni	ALL	tuχirariʔa / hika	tuχirariʔa	t u χ i r a r i ʔ a	t u χ i r a r i ʔ a	712.0	655	ALL			
10130	Deni	ALL	tuχirariʔa / hika	hika	h i k a	h i k a	749.0	712	ALL			
10131	Paumari	ALL	hehaviki / hahavi	hahavi	h a h a β i	h a h a β i	750.0	713	ALL			
10132	Paumari	ALL	hehaviki / hahavi	hehaviki	h e h a β i k i	h e h a β i k i	750.0	713	ALL			
10133	Kulina	ALL	wapima / bazima	wapima	w a p i m a	w a p i m a	751.0	714	ALL			also means 'many'
10134	Kulina	ALL	wapima / bazima	bazima	b a z i m a	b a z i m a	752.0	715	ALL			also means 'many'
11083	Banawa	ALL	naɸi	naɸi	n a ɸ i	n a ɸ i	1231.0	1231	ALL			
11429	Jamamadi	ALL	naɸi	naɸi	n a ɸ i	n a ɸ i	1231.0	1231	ALL			
900	Jarawara	ANIMAL	bani	bani	b a n i	b a n i - - - - -	318.0	318	ANIMAL			
1262	Kulina	ANIMAL	bani / banitsiɾi	bani	b a n i	b a n i - - - - -	318.0	318	ANIMAL			
1263	Kulina	ANIMAL	bani / banitsiɾi	banitsiɾi	b a n i + ts i ɾ i	b a n i + ts i ɾ i	318.0	318 492	ANIMAL ?			
1782	Paumari	ANIMAL	igitʰa	igitʰa	i g i tʰ a	i g i tʰ a	73.0	73	ANIMAL			
1944	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	igatɨ	i g a t ɨ	i g a t ɨ	73.0	73	ANIMAL			
5157	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	iigʲatɨ	iː gʲ a t ɨ	iː gʲ a t ɨ	73.0	73	ANIMAL			
10135	Deni	ANIMAL	bani	bani	b a n i	b a n i	318.0	318	ANIMAL			
10139	Banawa	ANIMAL	bani	bani	b a n i	b a n i	318.0	318	ANIMAL			
10140	Jamamadi	ANIMAL	bani	bani	b a n i	b a n i	318.0	318	ANIMAL			
925	Jarawara	BONE	tone	tone	t o n e	- - t o n e	191.0	191	BONE			
2007	Sorowaha	BONE	atona	atona	a t o n a	- a t o n a	191.0	191	BONE			
8000	Banawa	BONE	tone	tone	t o n e	- - t o n e	191.0	191	BONE			
8001	Deni	BONE	tone	tone	t o n e	- - t o n e	191.0	191	BONE			
8002	Jamamadi	BONE	tone	tone	t o n e	- - t o n e	191.0	191	BONE			
8004	Kulina	BONE	tona	tona	t̪ o n a	- - t̪ o n a	191.0	191	BONE			
8005	Paumari	BONE	katona	katona	k a t o n a	k a t o n a	191.0	191	BONE			
936	Jarawara	CHILD	inamatewe	inamatewe	i n a m a t e w e	i n a m a t e w e	395.0	374	CHILD			
1299	Kulina	CHILD	ɛhɛdɛni	ɛhɛdɛni	ɛ h ɛ d ɛ n i	ɛ h ɛ d ɛ n i	396.0	375	CHILD			
10174	Paumari	CHILD	badia / isai	badia	b a ɗ ia	b a ɗ ia	772.0	736	CHILD			
10175	Paumari	CHILD	badia / isai	isai	i s ai	i s ai	773.0	737	CHILD			
10176	Deni	CHILD	eheve	eheve	e h e v e	e h e v e	774.0	738	CHILD			
11108	Banawa	CHILD	enemede	enemede	e n e m e d e	e n e m e d e	774.0	738	CHILD			
11397	Sorowaha	CHILD	hawini	hawini	h a w i n i	h a w i n i	1195.0	1162	CHILD			
11430	Jamamadi	CHILD	madehe	madehe	m a d e h e	m a d e h e	395.0	374	CHILD			
11816	Paumari_1833	CHILD	isãnini	isãnini	i s ã n i n i	i s ã n i n i	773.0	737	CHILD			
947	Jarawara	DOG	jomee	jomee	j o m eː	j o m eː	504.0	90	JAGUAR			
1309	Kulina	DOG	ɛt̪ʰɛ	ɛt̪ʰɛ	ɛ t̪ʰ ɛ	ɛ t̪ʰ ɛ	505.0	490	DOG			
10185	Paumari	DOG	jomahi vaovaoha	jomahi vaovaoha	j o m a h i + β ao β ao h a	j o m a h i + β ao β ao h a	504.0	90 742	JAGUAR _ONOMATOPOEIC			
10186	Deni	DOG	meze	meze	m e dz e	m e dz e	781.0	489	DOG			
11134	Banawa	DOG	jomai	jomai	j o m ai	j o m ai	504.0	90	JAGUAR			
11432	Jamamadi	DOG	jomahi	jomahi	j o m a h i	j o m a h i	504.0	90	JAGUAR			
12073	Paumari_1833	DOG	jumahen	jumahen	j u m a h e n	j u m a h e n	504.0	90	JAGUAR			
975	Jarawara	FULL	moo	moo	m oː	m oː	1264.0	1264	FULL			
10225	Sorowaha	FULL	harunaru / habuku	habuku	h a b u k u	h a b u k u	801.0	758	FULL			
10226	Sorowaha	FULL	harunaru / habuku	harunaru	h a r u n a r u	h a r u n a r u	802.0	759	FULL			
10227	Paumari	FULL	daiki / dʒiɓiniki	dʒiɓiniki	dʒ i ɓ i n i k i	dʒ i ɓ i n i k i	804.0	761	FULL			
10229	Paumari	FULL	daiki / dʒiʔbiniki	daiki	ɗ ai k i	ɗ ai k i	803.0	760	FULL			
11173	Banawa	FULL	hona	hona	h o n a	h o n a	1122.0	1080	FULL			
11961	Kulina	FULL	akhara	akhara	a kh a r a	a kh a r a	1456.0	1437	FULL			
11962	Deni	FULL	tiku tu kaha	tiku tu kaha	t i k u + t u + k a h a	t i k u + t u + k a h a	1457.0	1438 1439 1440	? ? VERB.CLASS			
1012	Jarawara	MANY	tama	tama	t a m a	t a m a	1161.0	1126	MANY			
1376	Kulina	MANY	badzima / wapima / tsibɛma	badzima	b a dz i m a	b a dz i m a	500.0	482	MANY			
1377	Kulina	MANY	badzima / wapima / tsibɛma	wapima	w a p i m a	w a p i m a	499.0	483	MANY			
1378	Kulina	MANY	badzima / wapima / tsibɛma	tsibɛma	ts i b ɛ m a	ts i b ɛ m a	498.0	484	MANY			
5158	Sorowaha	MANY	aamasa	aamasa	aː m a s a	aː m a s a	424.0	398	MANY			
10261	Deni	MANY	hirahiranaɸiriʔa	hirahiranaɸiriʔa	h i r a h i r a n a ɸ i r i ʔ a	h i r a h i r a n a ɸ i r i ʔ a	824.0	782	MANY			
11267	Banawa	MANY	dama / sisi	dama	d a m a	d a m a	1161.0	1126	MANY			
11268	Banawa	MANY	dama / sisi	sisi	s i s i	s i s i	1162.0	1127	MANY			
11535	Jamamadi	MANY	dama	dama	d a m a	d a m a	1161.0	1126	MANY			
12167	Paumari	MANY	arafia	arafia	a r a f ia	a r a f ia	1518.0	1501	MANY			
12168	Paumari_1833	MANY	warana	warana	w a r a n a	w a r a n a	1519.0	1502	MANY			
1048	Jarawara	HAPPY	jajai	jajai	j a j ai	j a j ai	1123.0	1081	HAPPY			
1424	Kulina	HAPPY	akʰaɾa	akʰaɾa	a kʰ a ɾ a	a kʰ a ɾ a	1005.0	1005	SATISFIED			
1713	Paumari	HAPPY	akhari	akhari	a kʰ a r i	a kʰ a r i	1005.0	1005	SATISFIED			
11190	Banawa	HAPPY	jajeiri	jajeiri	j a j ei r i	j a j ei r i	1123.0	1081	HAPPY			
12209	Deni	HAPPY	atizeʔi	atizeʔi	a t i dz e ʔ i	a t i dz e ʔ i	151.0	151	HAPPY			
12210	Sorowaha	HAPPY	wanaha	wanaha	w a n a h a	w a n a h a	1544.0	1524	HAPPY			
12591	Jamamadi	HAPPY	jajai	jajai	j a j ai	j a j ai	1123.0	1081	HAPPY			
1051	Jarawara	SEED	noki	noki	n o k i	n o k i	492.0	476	SEED			
10021	Sorowaha	SEED	ad̥uhi	ad̥uhi	a d̥ u h i	a d̥ u h i	641.0	604	SEED			also means sperm
11007	Paumari	SEED	ɓaɗa	ɓaɗa	ɓ a ɗ a	ɓ a ɗ a	1035.0	990	SEED			
11314	Banawa	SEED	noki	noki	n o k i	n o k i	492.0	476	SEED			
11536	Jamamadi	SEED	noki	noki	n o k i	n o k i	492.0	476	SEED			
12005	Deni	SEED	nukʰu	nukʰu	n u kʰ u	n u kʰ u	492.0	476	SEED			
12006	Kulina	SEED	nokʰo	nokʰo	n o kʰ o	n o kʰ o	492.0	476	SEED			
1054	Jarawara	SKIN	atari	atari	a t a r i	a t a r i	490.0	208	SKIN			atari/ataro
1428	Kulina	SKIN	wapi / etero	wapi	w a p i	w a p i	489.0	473	SKIN			
1716	Paumari	SKIN	asafi	asafi	a s a f i	a s a f i	207.0	207	SKIN			
1895	Sorowaha	SKIN	asihi	asihi	a s i h i	a s i h i	207.0	207	SKIN			
11327	Banawa	SKIN	atari	atari	a t a r i	a t a r i	490.0	208	SKIN			atari/ataro
11537	Jamamadi	SKIN	atori	atori	a t o r i	a t o r i	490.0	208	SKIN			atori/ataro
11971	Kulina	SKIN	wapi / etero	wapi / etero	e t̪ e r o	e t̪ e r o	490.0	208	SKIN			
11972	Deni	SKIN	eteru	eteru	e t e r u	e t e r u	490.0	208	SKIN			
1102	Jarawara	SAY	ati	ati	a t i	a t i	484.0	211	VOICE			
1489	Kulina	SAY	na	na	n a	n a	485.0	469	SAY			
10955	Paumari	SAY	ni	ni	n i	n i	485.0	469	SAY			
11313	Banawa	SAY	ati	ati	a t i	a t i	484.0	211	VOICE			
11540	Jamamadi	SAY	ati	ati	a t i	a t i	484.0	211	VOICE			
12007	Deni	SAY	na	na	n a	n a	485.0	469	SAY			
12008	Sorowaha	SAY	na	na	n a	n a	485.0	469	SAY			
1131	Jarawara	WET	aɸa	aɸa	a ɸ a	a ɸ a	2.0	2	WET			
1757	Paumari	WET	aɓa	aɓa	a ɓ a	a ɓ a	2.0	2	WET			
11357	Banawa	WET	aɸi	aɸi	a ɸ i	a ɸ i	2.0	2	WET			
11584	Jamamadi	WET	aɸa	aɸa	a ɸ a	a ɸ a	2.0	2	WET			
12009	Deni	WET	beri	beri	b e r i	b e r i	1480.0	1460	WET			
12010	Kulina	WET	pʰaha	pʰaha	pʰ a h a	pʰ a h a	1481.0	1461	WET			
12011	Sorowaha	WET	hahari	hahari	h a h a r i	h a h a r i	1482.0	1462	WET			
1136	Jarawara	YOU	tiwa	tiwa	t i w a	t i w a	479.0	464	YOU.(SINGULAR)			
1532	Kulina	YOU	tia	tia	t̪ i a	t̪ i - a	479.0	464	YOU.(SINGULAR)			
5155	Sorowaha	YOU	taa	taa	t aː	t aː	479.0	464	YOU.(SINGULAR)			
11364	Banawa	YOU	tia	tia	t ia	t ia	479.0	464	YOU.(SINGULAR)			
11543	Jamamadi	YOU	tiwa	tiwa	t i w a	t i w a	479.0	464	YOU.(SINGULAR)			
12023	Deni	YOU	tia	tia	t ia	t ia	479.0	464	YOU.(SINGULAR)			
12024	Paumari	YOU	ʔivani	ʔivani	ʔ i β a n i	ʔ i β a n i	479.0	464	YOU.(SINGULAR)			
1313	Kulina	EGG	nɛpʰɛ	nɛpʰɛ	n ɛ pʰ ɛ	n ɛ pʰ ɛ	784.0	360	EGG			
5054	Sorowaha	EGG	inʲahɨ	inʲahɨ	i nʲ a h ɨ	i nʲ a h ɨ	1255.0	1255	EGG			
10193	Paumari	EGG	χoχoro / naɸani	χoχoro	χ o χ o r o	χ o χ o r o	783.0	745	EGG			
10194	Paumari	EGG	χoχoro / nafani	nafani	n a f a n i	n a f a n i	784.0	360	SCROTUM			
10195	Deni	EGG	naɸani	naɸani	n a ɸ a n i	n a ɸ a n i	784.0	360	SCROTUM			
11139	Banawa	EGG	naɸe	naɸe	n a ɸ e	n a ɸ e	784.0	360	EGG			naɸe/neɸene
11140	Jarawara	EGG	hiɸe	hiɸe	h i ɸ e	h i ɸ e	784.0	360	EGG			hiɸe/hiɸene
11435	Jamamadi	EGG	hiɸe	hiɸe	h i ɸ e	h i ɸ e	784.0	360	EGG			hiɸe/heɸene
1316	Kulina	EYE	nokʰo	nokʰo	n o kʰ o	n o kʰ o	1242.0	1242	EYE		YES	Loan of Arawak origin
10196	Paumari	EYE	nokʰo	nokʰo	n o kʰ o	n o kʰ o	1242.0	1242	EYE		YES	Loan of Arawak origin
10197	Deni	EYE	nukʰu	nukʰu	n u kʰ u	n u kʰ u	1242.0	1242	EYE		YES	Loan of Arawak origin
10198	Jarawara	EYE	noki	noki	n o k i	n o k i	1242.0	1242	EYE		YES	Loan of Arawak origin; also means face; noki/noko
10199	Sorowaha	EYE	zubi	zubi	z u b i	z u b i	785.0	673	EYE		YES	Loan of Arawak origin; also means seed
11404	Banawa	EYE	noki	noki	n o k i	n o k i	1242.0	1242	EYE		YES	Loan of Arawak origin; also means face; noki/noko
11436	Jamamadi	EYE	noki	noki	n o k i	n o k i	1242.0	1242	EYE		YES	Loan of Arawak origin; also means face;noki/noko
12173	Paumari_1833	EYE	nokʰo	nokʰo	n o kʰ o	n o kʰ o	1242.0	1242	EYE		YES	Loan of Arawak origin
1322	Kulina	FINGERNAIL	nokotsʰi	nokotsʰi	n o k o tsʰ i	n o k o tsʰ i	1250.0	685	IN.FRONT.OF			
10208	Deni	FINGERNAIL	nukʰuʃini	nukʰuʃini	n u kʰ u ʃ i n i	n u kʰ u ʃ i n i	1250.0	685	IN.FRONT.OF			
10211	Jarawara	FINGERNAIL	jehe atari	jehe atari	j e h e + a t a r i	j e h e + a t a r i	792.0	83 208	HAND SKIN			
10216	Paumari	FINGERNAIL	ɗamai kanakoɗini	ɗamai kanakoɗini	ɗ a m ai + k a n a k o ɗ i n i	ɗ a m ai + k a n a k o ɗ i n i	796.0	752 754	FINGER ?			
10217	Deni	FINGERNAIL	saʔai kanakoʔdini	saʔai kanakoʔdini	s a ʔ ai + k a n a k o ʔ d i n i	s a ʔ ai + k a n a k o ʔ d i n i	796.0	752 753	FINGER ?			
11155	Banawa	FINGERNAIL	je atari	je atari	j e + a t a r i	j e + a t a r i	792.0	83 208	HAND SKIN			
11437	Jamamadi	FINGERNAIL	jehe ataro	jehe ataro	j e h e + a t a r o	j e h e + a t a r o	792.0	83 208	HAND SKIN			
11819	Paumari_1833	FINGERNAIL	aiju	aiju	ai j u	ai j u	1391.0	1357	FINGER			
1354	Kulina	HUSBAND	makʰi	makʰi	m a kʰ i	m a kʰ i	478.0	289	MAN.(ADULT.MALE)			
10251	Paumari	HUSBAND	makʰira	makʰira	m a kʰ i r a	m a kʰ i r a	818.0	289	MAN.(ADULT.MALE)			
10252	Sorowaha	HUSBAND	imeki	imeki	i m e k i	i m e k i	818.0	289	MAN.(ADULT.MALE)			
10253	Deni	HUSBAND	makʰi	makʰi	m a kʰ i	m a kʰ i	478.0	289	MAN.(ADULT.MALE)			
11386	Banawa	HUSBAND	maki	maki	m a k i	m a k i	478.0	289	MAN.(ADULT.MALE)			
11546	Jamamadi	HUSBAND	maki	maki	m a k i	m a k i	478.0	289	MAN.(ADULT.MALE)			
11685	Jarawara	HUSBAND	maki	maki	m a k i	m a k i	478.0	289	MAN.(ADULT.MALE)			
1372	Kulina	LONG	wit̪ʰahiɾa	wit̪ʰahiɾa	w i t̪ʰ a h i ɾ a	w i t̪ʰ a h i ɾ a	1279.0	1279	LONG			
5169	Sorowaha	LONG	dʒuwazɨ	dʒuwazɨ	dʒ u w a z ɨ	dʒ u w a z ɨ	1280.0	1280	LONG			
10257	Deni	LONG	arabude	arabude	a r a b u d e	a r a b u d e	821.0	779	LONG			
10258	Paumari	LONG	ʔoadaki	ʔoadaki	ʔ oa ɗ a k i	ʔ oa ɗ a k i	822.0	780	LONG			
10259	Jarawara	LONG	jabo	jabo	j a b o	j a b o	823.0	781	LONG			
11265	Banawa	LONG	jabo	jabo	j a b o	j a b o	823.0	781	LONG			
